1477010446450000	3.47006	2.07684
1477010446500000	1.41416	2.07684
1477010446550000	1.41416	3.86335
1477010446600000	0.152376	3.86335
1477010446650000	0.152376	2.94909
1477010446700000	0.649679	2.94909
1477010446750000	0.649679	1.36562
1477010446800000	2.66462	1.36562
1477010446850000	2.66462	1.24572
1477010446900000	1.29582	1.24572
1477010446950000	1.29582	0.135824
1477010447000000	2.02846	0.135824
1477010447050000	2.02846	5.96104
1477010447100000	2.60617	5.96104
1477010447150000	2.60617	0.291435
1477010447200000	2.7143	0.291435
1477010447250000	2.7143	2.55684
1477010447300000	4.53893	2.55684
1477010447350000	4.53893	1.07836
1477010447400000	2.81469	1.07836
1477010447450000	2.81469	1.67452
1477010447500000	1.95224	1.67452
1477010447550000	1.95224	4.00423
1477010447600000	0.314925	4.00423
1477010447650000	0.314925	7.17865
1477010447700000	1.04502	7.17865
1477010447750000	1.04502	4.41371
1477010447800000	1.62987	4.41371
1477010447850000	1.62987	5.26217
1477010447900000	0.174927	5.26217
1477010447950000	0.174927	14.6668
1477010448000000	3.00989	14.6668
1477010448050000	3.00989	2.89284
1477010448100000	1.7571	2.89284
1477010448150000	1.7571	5.80226
1477010448200000	0.845878	5.80226
1477010448250000	0.845878	2.54423
1477010448300000	1.72423	2.54423
1477010448350000	1.72423	1.75114
1477010448400000	0.830061	1.75114
1477010448450000	0.830061	1.89729
1477010448500000	0.486719	1.89729
1477010448550000	0.486719	2.10479
1477010448600000	2.5366	2.10479
1477010448650000	2.5366	3.19153
1477010448700000	1.10287	3.19153
1477010448750000	1.10287	11.3161
1477010448800000	2.22954	11.3161
1477010448850000	2.22954	1.70429
1477010448900000	0.0904606	1.70429
1477010448950000	0.0904606	1.45806
1477010449000000	1.23216	1.45806
1477010449050000	1.23216	0.607909
1477010449100000	0.0964789	0.607909
1477010449150000	0.0964789	8.40732
1477010449200000	1.75883	8.40732
1477010449250000	1.75883	4.30203
1477010449300000	5.05081	4.30203
1477010449350000	5.05081	2.24334
1477010449400000	0.551755	2.24334
1477010449450000	0.551755	1.97874
1477010449500000	0.956889	1.97874
1477010449550000	0.956889	6.5083
1477010449600000	0.523399	6.5083
1477010449650000	0.523399	1.69031
1477010449700000	0.335822	1.69031
1477010449750000	0.335822	3.183
1477010449800000	2.8171	3.183
1477010449850000	2.8171	3.14173
1477010449900000	0.941265	3.14173
1477010449950000	0.941265	9.92434
1477010450000000	0.765123	9.92434
1477010450050000	0.765123	3.84385
1477010450100000	1.65965	3.84385
1477010450150000	1.65965	6.43846
1477010450200000	2.16551	6.43846
1477010450250000	2.16551	1.78312
1477010450300000	0.964846	1.78312
1477010450350000	0.964846	0.986381
1477010450400000	0.673113	0.986381
1477010450450000	0.673113	0.198722
1477010450500000	1.93549	0.198722
1477010450550000	1.93549	2.33203
1477010450600000	0.199209	2.33203
1477010450650000	0.199209	1.73549
1477010450700000	1.69861	1.73549
1477010450750000	1.69861	2.72354
1477010450800000	0.21759	2.72354
1477010450850000	0.21759	1.06915
1477010450900000	1.92403	1.06915
1477010450950000	1.92403	1.25727
1477010451000000	0.607519	1.25727
1477010451050000	0.607519	4.46702
1477010451100000	0.723676	4.46702
1477010451150000	0.723676	4.87456
1477010451200000	3.18468	4.87456
1477010451250000	3.18468	0.990717
1477010451300000	1.67523	0.990717
1477010451350000	1.67523	2.77494
1477010451400000	1.20257	2.77494
1477010451450000	1.20257	1.61723
1477010451500000	2.0826	1.61723
1477010451550000	2.0826	4.36207
1477010451600000	2.61217	4.36207
1477010451650000	2.61217	0.0362854
1477010451700000	0.158829	0.0362854
1477010451750000	0.158829	3.36287
1477010451800000	4.12391	3.36287
1477010451850000	4.12391	0.30713
1477010451900000	1.35483	0.30713
1477010451950000	1.35483	0.717313
1477010452000000	0.993605	0.717313
1477010452050000	0.993605	3.02579
1477010452100000	1.97429	3.02579
1477010452150000	1.97429	1.61321
1477010452200000	0.914481	1.61321
1477010452250000	0.914481	1.44366
1477010452300000	2.43106	1.44366
1477010452350000	2.43106	4.98822
1477010452400000	0.335997	4.98822
1477010452450000	0.335997	1.49558
1477010452500000	1.28304	1.49558
1477010452550000	1.28304	1.68333
1477010452600000	1.9351	1.68333
1477010452650000	1.9351	7.01384
1477010452700000	3.19004	7.01384
1477010452750000	3.19004	3.55086
1477010452800000	1.70388	3.55086
1477010452850000	1.70388	2.38962
1477010452900000	6.89097	2.38962
1477010452950000	6.89097	2.93181
1477010453000000	0.237801	2.93181
1477010453050000	0.237801	2.08126
1477010453100000	0.802228	2.08126
1477010453150000	0.802228	5.28923
1477010453200000	2.11869	5.28923
1477010453250000	2.11869	1.57987
1477010453300000	3.05338	1.57987
1477010453350000	3.05338	1.33508
1477010453400000	1.38198	1.33508
1477010453450000	1.38198	1.4197
1477010453500000	4.14217	1.4197
1477010453550000	4.14217	3.19624
1477010453600000	0.0189894	3.19624
1477010453650000	0.0189894	1.08062
1477010453700000	2.10941	1.08062
1477010453750000	2.10941	3.15966
1477010453800000	2.31313	3.15966
1477010453850000	2.31313	1.36554
1477010453900000	2.26555	1.36554
1477010453950000	2.26555	0.999201
1477010454000000	2.48992	0.999201
1477010454050000	2.48992	3.68133
1477010454100000	0.69652	3.68133
1477010454150000	0.69652	4.42384
1477010454200000	0.606741	4.42384
1477010454250000	0.606741	3.63866
1477010454300000	6.48274	3.63866
1477010454350000	6.48274	4.29122
1477010454400000	5.40237	4.29122
1477010454450000	5.40237	0.579792
1477010454500000	2.5936	0.579792
1477010454550000	2.5936	1.22012
1477010454600000	2.97886	1.22012
1477010454650000	2.97886	1.0912
1477010454700000	1.16811	1.0912
1477010454750000	1.16811	3.40159
1477010454800000	4.41455	3.40159
1477010454850000	4.41455	2.60638
1477010454900000	1.2176	2.60638
1477010454950000	1.2176	4.96291
1477010455000000	0.22869	4.96291
1477010455050000	0.22869	5.79282
1477010455100000	2.39616	5.79282
1477010455150000	2.39616	10.5438
1477010455200000	1.73121	10.5438
1477010455250000	1.73121	1.28317
1477010455300000	1.84899	1.28317
1477010455350000	1.84899	5.55576
1477010455400000	0.0173924	5.55576
1477010455450000	0.0173924	5.44031
1477010455500000	1.81781	5.44031
1477010455550000	1.81781	5.19144
1477010455600000	1.3834	5.19144
1477010455650000	1.3834	0.293693
1477010455700000	3.62834	0.293693
1477010455750000	3.62834	5.26624
1477010455800000	4.96701	5.26624
1477010455850000	4.96701	1.41794
1477010455900000	0.282607	1.41794
1477010455950000	0.282607	6.69571
1477010456000000	0.240442	6.69571
1477010456050000	0.240442	3.45838
1477010456100000	1.08241	3.45838
1477010456150000	1.08241	0.470202
1477010456200000	1.21408	0.470202
1477010456250000	1.21408	6.80938
1477010456300000	2.27578	6.80938
1477010456350000	2.27578	3.23921
1477010456400000	3.13426	3.23921
1477010456450000	3.13426	1.45572
1477010456500000	2.6983	1.45572
1477010456550000	2.6983	5.17387
1477010456600000	0.804526	5.17387
1477010456650000	0.804526	6.14649
1477010456700000	0.994363	6.14649
1477010456750000	0.994363	5.40991
1477010456800000	4.89559	5.40991
1477010456850000	4.89559	6.72706
1477010456900000	0.427003	6.72706
1477010456950000	0.427003	1.87933
1477010457000000	2.52606	1.87933
1477010457050000	2.52606	6.36343
1477010457100000	0.00419504	6.36343
1477010457150000	0.00419504	4.72315
1477010457200000	1.9496	4.72315
1477010457250000	1.9496	2.80409
1477010457300000	0.719542	2.80409
1477010457350000	0.719542	0.242932
1477010457400000	1.97373	0.242932
1477010457450000	1.97373	4.5183
1477010457500000	7.37704	4.5183
1477010457550000	7.37704	0.938433
1477010457600000	0.951391	0.938433
1477010457650000	0.951391	0.50089
1477010457700000	1.52893	0.50089
1477010457750000	1.52893	2.36988
1477010457800000	0.129906	2.36988
1477010457850000	0.129906	4.84607
1477010457900000	2.74409	4.84607
1477010457950000	2.74409	0.585862
1477010458000000	0.699482	0.585862
1477010458050000	0.699482	7.24801
1477010458100000	7.72721	7.24801
1477010458150000	7.72721	1.10843
1477010458200000	0.0670743	1.10843
1477010458250000	0.0670743	7.7759
1477010458300000	1.764	7.7759
1477010458350000	1.764	1.44738
1477010458400000	4.39944	1.44738
1477010458450000	4.39944	2.83291
1477010458500000	5.00229	2.83291
1477010458550000	5.00229	1.47306
1477010458600000	3.12831	1.47306
1477010458650000	3.12831	2.42495
1477010458700000	4.69761	2.42495
1477010458750000	4.69761	2.79981
1477010458800000	2.96292	2.79981
1477010458850000	2.96292	2.7721
1477010458900000	4.08035	2.7721
1477010458950000	4.08035	2.84715
1477010459000000	6.31058	2.84715
1477010459050000	6.31058	3.15926
1477010459100000	4.96132	3.15926
1477010459150000	4.96132	5.68571
1477010459200000	0.855217	5.68571
1477010459250000	0.855217	2.68682
1477010459300000	0.294886	2.68682
1477010459350000	0.294886	0.252332
1477010459400000	5.73687	0.252332
1477010459450000	5.73687	4.13448
1477010459500000	4.63735	4.13448
1477010459550000	4.63735	2.39875
1477010459600000	1.91309	2.39875
1477010459650000	1.91309	3.07018
1477010459700000	2.19902	3.07018
1477010459750000	2.19902	5.70194
1477010459800000	3.27881	5.70194
1477010459850000	3.27881	6.5615
1477010459900000	0.811871	6.5615
1477010459950000	0.811871	1.98025
1477010460000000	1.26905	1.98025
1477010460050000	1.26905	1.27703
1477010460100000	1.05848	1.27703
1477010460150000	1.05848	1.54635
1477010460200000	0.189749	1.54635
1477010460250000	0.189749	4.11228
1477010460300000	4.44265	4.11228
1477010460350000	4.44265	1.70564
1477010460400000	2.9871	1.70564
1477010460450000	2.9871	5.77657
1477010460500000	11.677	5.77657
1477010460550000	11.677	1.34841
1477010460600000	0.986575	1.34841
1477010460650000	0.986575	2.40119
1477010460700000	1.48884	2.40119
1477010460750000	1.48884	1.85745
1477010460800000	1.97456	1.85745
1477010460850000	1.97456	7.35981
1477010460900000	0.312642	7.35981
1477010460950000	0.312642	1.84652
1477010461000000	0.875934	1.84652
1477010461050000	0.875934	1.24627
1477010461100000	5.83549	1.24627
1477010461150000	5.83549	4.60984
1477010461200000	2.17094	4.60984
1477010461250000	2.17094	1.15293
1477010461300000	0.858025	1.15293
1477010461350000	0.858025	0.822129
1477010461400000	1.84476	0.822129
1477010461450000	1.84476	2.35343
1477010461500000	4.14843	2.35343
1477010461550000	4.14843	3.83314
1477010461600000	5.93116	3.83314
1477010461650000	5.93116	0.742421
1477010461700000	2.13266	0.742421
1477010461750000	2.13266	2.19838
1477010461800000	0.186891	2.19838
1477010461850000	0.186891	0.752066
1477010461900000	0.588094	0.752066
1477010461950000	0.588094	6.33456
1477010462000000	0.542703	6.33456
1477010462050000	0.542703	0.361167
1477010462100000	0.600879	0.361167
1477010462150000	0.600879	10.6144
1477010462200000	2.47687	10.6144
1477010462250000	2.47687	4.00538
1477010462300000	5.40601	4.00538
1477010462350000	5.40601	1.54336
1477010462400000	2.02094	1.54336
1477010462450000	2.02094	1.19698
1477010462500000	4.69931	1.19698
1477010462550000	4.69931	0.58327
1477010462600000	0.986075	0.58327
1477010462650000	0.986075	1.88205
1477010462700000	1.45587	1.88205
1477010462750000	1.45587	2.1537
1477010462800000	0.125073	2.1537
1477010462850000	0.125073	4.78299
1477010462900000	0.322006	4.78299
1477010462950000	0.322006	2.41508
1477010463000000	2.96241	2.41508
1477010463050000	2.96241	1.7819
1477010463100000	1.78098	1.7819
1477010463150000	1.78098	1.43064
1477010463200000	3.17628	1.43064
1477010463250000	3.17628	7.86587
1477010463300000	0.0886057	7.86587
1477010463350000	0.0886057	8.70879
1477010463400000	0.172969	8.70879
1477010463450000	0.172969	0.177513
1477010463500000	0.637058	0.177513
1477010463550000	0.637058	1.78975
1477010463600000	0.229939	1.78975
1477010463650000	0.229939	2.08541
1477010463700000	1.95861	2.08541
1477010463750000	1.95861	2.45342
1477010463800000	0.0598408	2.45342
1477010463850000	0.0598408	1.0042
1477010463900000	4.10838	1.0042
1477010463950000	4.10838	0.569437
1477010464000000	1.72401	0.569437
1477010464050000	1.72401	9.03082
1477010464100000	0.613712	9.03082
1477010464150000	0.613712	2.22313
1477010464200000	0.83747	2.22313
1477010464250000	0.83747	0.6676
1477010464300000	1.07135	0.6676
1477010464350000	1.07135	3.28813
1477010464400000	0.0452541	3.28813
1477010464450000	0.0452541	4.87262
1477010464500000	0.139973	4.87262
1477010464550000	0.139973	2.56649
1477010464600000	4.25864	2.56649
1477010464650000	4.25864	5.65712
1477010464700000	1.05476	5.65712
1477010464750000	1.05476	1.18181
1477010464800000	0.448127	1.18181
1477010464850000	0.448127	2.171
1477010464900000	2.48368	2.171
1477010464950000	2.48368	6.67818
1477010465000000	0.365359	6.67818
1477010465050000	0.365359	2.28151
1477010465100000	3.36659	2.28151
1477010465150000	3.36659	8.47441
1477010465200000	4.31534	8.47441
1477010465250000	4.31534	3.67391
1477010465300000	1.70043	3.67391
1477010465350000	1.70043	4.06406
1477010465400000	1.03149	4.06406
1477010465450000	1.03149	4.07658
1477010465500000	0.0597166	4.07658
1477010465550000	0.0597166	4.68169
1477010465600000	5.31501	4.68169
1477010465650000	5.31501	2.10165
1477010465700000	1.28061	2.10165
1477010465750000	1.28061	3.99339
1477010465800000	4.98918	3.99339
1477010465850000	4.98918	3.84959
1477010465900000	2.87904	3.84959
1477010465950000	2.87904	0.886512
1477010466000000	4.11005	0.886512
1477010466050000	4.11005	0.3166
1477010466100000	3.55754	0.3166
1477010466150000	3.55754	0.913774
1477010466200000	0.0517573	0.913774
1477010466250000	0.0517573	0.985986
1477010466300000	0.429401	0.985986
1477010466350000	0.429401	7.60213
1477010466400000	1.14501	7.60213
1477010466450000	1.14501	6.70192
1477010466500000	0.993627	6.70192
1477010466550000	0.993627	0.791582
1477010466600000	11.406	0.791582
1477010466650000	11.406	3.98711
1477010466700000	0.0767959	3.98711
1477010466750000	0.0767959	0.549229
1477010466800000	6.54168	0.549229
1477010466850000	6.54168	3.02981
1477010466900000	0.475934	3.02981
1477010466950000	0.475934	2.16351
1477010467000000	3.90454	2.16351
1477010467050000	3.90454	3.25497
1477010467100000	1.11518	3.25497
1477010467150000	1.11518	6.98664
1477010467200000	2.45924	6.98664
1477010467250000	2.45924	0.223296
1477010467300000	1.15317	0.223296
1477010467350000	1.15317	8.25877
1477010467400000	3.34536	8.25877
1477010467450000	3.34536	4.07696
1477010467500000	1.51477
